6.4, -1.4, 11.1, 1.8, -0.9, 0.1
5.9, 3.5, 17.2, 3.3, -0.3, 0.2
11.4, 5.8, -7.5, 4.4, 2.9, 1.5
4.4, 0.1, 10.9, 3.7, -1.1, 1.3
10.1, 2.5, 15.6, 2.8, -0.2, -0.1
7.9, 3.0, 12.8, 3.3, -0.6, 0.1
7.5, 2.5, 12.0, 3.1, -0.1, -0.3
6.3, 3.7, 12.6, 4.3, 0.0, 0.0
6.0, 1.2, 12.5, 2.9, -0.2, 0.4
7.4, 5.2, 12.6, 3.4, 0.5, -0.8
7.8, 2.4, 11.8, 2.5, 0.8, -0.3
5.6, 3.3, 15.4, 3.2, 0.6, 0.4
6.7, 4.0, 12.8, 3.1, 0.7, -0.5
6.8, 3.7, 12.7, 2.3, 0.3, -0.5
6.6, 3.7, 16.0, 1.3, 0.3, 0.5
3.1, 18.7, -3.6, 4.4, 1.9, 2.4
6.9, 1.7, 12.6, 2.9, -0.5, -0.3
5.5, -0.0, 12.6, 2.6, -0.1, 0.9
5.3, 2.0, 12.4, 4.1, 0.3, 1.3
5.6, 1.6, 13.2, 2.9, 0.4, 0.7
4.8, 1.4, 13.0, 3.7, 0.3, -0.2
5.1, 7.1, 15.2, 4.4, 0.2, 1.5
4.2, -2.3, 10.9, 2.5, -0.5, -0.0
6.4, 4.3, 14.6, 4.4, 0.2, 0.7
6.1, 0.7, 12.2, 2.7, 0.1, 0.1
5.2, 1.0, 12.0, 2.7, -0.3, 0.4
7.0, 1.5, 12.8, 3.4, 0.2, -0.1
4.7, 0.3, 14.5, 2.9, -0.1, 0.6
6.3, 1.5, 13.1, 2.8, 0.2, 0.7
5.8, 3.1, 13.6, 3.1, -0.0, 0.2
6.6, 1.2, 11.1, 2.9, -0.3, 0.0
7.1, 1.6, 14.0, 2.8, 0.1, -0.4
7.5, 1.9, 12.8, 2.3, 0.2, -0.3
6.0, 1.6, 12.9, 3.2, -0.1, 0.3
6.5, 1.9, 12.0, 3.2, 0.1, 0.6
4.2, 1.1, 13.5, 2.5, -0.4, -0.1
2.5, 5.1, 16.1, 4.4, -0.2, 0.5
6.3, 1.1, 10.4, 3.2, -0.1, 0.3
5.2, 0.8, 11.6, 2.8, -0.0, 0.4
6.2, 2.7, 14.5, 1.5, -0.1, 0.5
5.1, 0.7, 11.8, 2.5, -0.2, 0.1
5.8, 1.4, 13.1, 3.3, 0.4, 0.2
4.2, 0.8, 13.2, 3.2, -0.2, 0.4
5.7, 0.3, 13.8, 2.2, 0.3, 0.1
5.3, 1.3, 13.2, 0.8, -0.6, 0.2
5.0, 2.0, 12.3, 2.8, -0.5, 0.1
6.9, 3.2, 13.0, 4.0, -0.3, 0.9
3.1, -1.9, 11.4, 2.6, -0.7, 0.3
4.9, -0.9, 9.3, 3.0, -0.9, 0.2
6.3, 1.7, 12.8, 3.1, -0.8, 0.5
8.1, 2.1, 10.7, 3.1, -0.8, 0.3
6.3, 1.8, 14.2, 2.7, -0.5, 0.7
7.4, 1.0, 11.6, 2.4, -0.2, 0.2
6.4, 1.3, 11.4, 2.6, -0.1, 0.6
5.4, 1.5, 14.5, 2.4, -0.3, 0.2
7.2, 1.9, 9.5, 2.6, 0.1, 0.2
7.0, 1.8, 12.9, 2.9, -0.2, 0.8
